大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万大众 宝来 2015款 质惠版 1.6L 自动舒适型, 2016年,4.0万公里, 到店服务, 6.49万大众 宝来 2011款 1.4T 手动舒适型, 2011年,9.2万公里, 到店服务, 3.26万日产 轩逸 2012款 1.6XL CVT豪华版, 2013年,9.8万公里, 到店服务, 5.64万哈弗H1 2016款 改款 蓝标 1.5L 手动舒适型, 2016年,3.8万公里, 到店服务, 3.52万别克 君威 2014款 2.0L 精英时尚型, 2015年,5.1万公里, 到店服务, 7.56万菲亚特 菲翔 2017款 1.4T 自动悦享版, 2018年,0.8万公里, 到店服务, 5.75万别克GL8 2014款 2.4L 经典版, 2016年,8.1万公里, 到店服务, 9.10万丰田 YARiS L 致炫 2019款 1.5E CVT魅动版 国VI, 2019年,0.6万公里, 到店服务, 6.87万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,6.9万公里, 到店服务, 6.57万本田 缤智 2015款 1.8L CVT两驱豪华型, 2015年,7.7万公里, 到店服务, 9.40万大众 途观 2016款 300TSI 自动两驱风尚版, 2016年,8.0万公里, 到店服务, 11.91万大众 朗行 2013款 1.6L 自动舒适型, 2015年,3.8万公里, 到店服务, 6.47万起亚 智跑 2015款 2.0L 自动两驱版DLX, 2015年,6.3万公里, 到店服务, 7.91万别克 昂科威 2014款 28T 四驱豪华型, 2015年,5.6万公里, 到店服务, 12.63万中华H330 2013款 1.5L 自动豪华型, 2014年,6.6万公里, 到店服务, 2.96万宝马3系 2016款 316Li 时尚型, 2016年,5.8万公里, 到店服务, 17.10万荣威550 2014款 550S 1.8L 自动智选版, 2015年,3.4万公里, 到店服务, 4.56万日产 阳光 2015款 1.5XE CVT大师版, 2016年,4.7万公里, 到店服务, 5.12万本田 锋范经典 2008款 1.5L 自动精英版, 2011年,10.0万公里, 到店服务, 4.24万现代 朗动 2012款 1.6L 自动领先型, 2013年,7.2万公里, 到店服务, 5.10万别克 昂科拉 2014款 1.4T 自动两驱都市精英型, 2014年,4.0万公里, 到店服务, 6.10万大众 朗行 2013款 1.4TSI 自动舒适型, 2015年,9.8万公里, 到店服务, 6.78万现代 全新胜达 2013款 2.4L 自动两驱智能型, 2015年,7.7万公里, 到店服务, 9.66万现代 途胜 2013款 2.0L 自动两驱舒适型, 2016年,3.7万公里, 到店服务, 6.77万福特 翼搏 2013款 1.5L 自动风尚型, 2015年,4.8万公里, 到店服务, 5.19万日产 天籁 2013款 2.0L XL舒适版, 2013年,8.1万公里, 到店服务, 8.54万福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版, 2017年,9.4万公里, 到店服务, 6.03万现代 途胜 2015款 1.6T 双离合两驱智能型, 2016年,5.6万公里, 到店服务, 9.63万本田 雅阁 2014款 2.0L LX 舒适版, 2014年,3.4万公里, 到店服务, 10.59万本田CR-V 2012款 2.0L 四驱经典版, 2012年,13.6万公里, 到店服务, 8.99万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 7.37万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,8.5万公里, 到店服务, 7.43万长安CS75 2014款 1.8T 自动精英型 国IV, 2015年,6.5万公里, 到店服务, 6.40万哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,6.3万公里, 到店服务, 5.81万大众 凌渡 2015款 230TSI 手动风尚版, 2016年,7.6万公里, 到店服务, 7.43万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,9.0万公里, 到店服务, 6.83万起亚K2 2012款 两厢 1.4L AT 炫酷纪念版, 2013年,4.8万公里, 到店服务, 4.36万马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2018年,4.5万公里, 到店服务, 8.73万大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万
福特 嘉年华 2013款 两厢 1.5L 自动品尚型, 2014年,7.9万公里, 到店服务, 4.13万
宝马3系 2018款 320Li M运动曜夜版, 2018年,1.9万公里, 到店服务, 23.16万
日产 轩逸 2016款 1.6XL CVT尊享版, 2018年,5.2万公里, 到店服务, 8.47万
本田XR-V 2017款 1.5L LXi CVT经典版, 2017年,3.3万公里, 到店服务, 10.51万
东风风行 景逸X5 2017款 劲享系列 1.5T CVT豪华型, 2018年,3.4万公里, 到店服务, 6.51万
猎豹Q6 2015款 2.4L 手动四驱卓越型, 2016年,7.2万公里, 到店服务, 5.94万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2017年,4.6万公里, 到店服务, 8.28万
丰田 威驰 2017款 1.5L 手动创行版, 2017年,7.5万公里, 到店服务, 5.40万
日产 天籁 2013款 2.0L XL舒适版, 2016年,7.1万公里, 到店服务, 11.83万
五菱荣光 2019款 1.2L S 基本型, 2018年,0.4万公里, 到店服务, 3.54万
宝骏730 2016款 改款 1.5L 手动标准型 5座, 2017年,12.2万公里, 到店服务, 4.36万
起亚 智跑 2012款 2.0L 自动两驱版GL, 2013年,9.4万公里, 到店服务, 6.98万
长安CS75 2017款 尚酷版 1.5T 自动锋享型, 2018年,0.9万公里, 到店服务, 7.44万
本田 哥瑞 2016款 1.5L CVT经典版, 2017年,3.5万公里, 到店服务, 7.05万
福特 福克斯 2017款 两厢 EcoBoost 125 自动超能风尚型智行版, 2017年,3.6万公里, 到店服务, 7.17万
斯柯达 柯迪亚克 2017款 TSI330 7座两驱豪华版, 2017年,2.8万公里, 到店服务, 15.00万
英菲尼迪QX60 2018款 2.5T Hybrid 两驱冠军家庭版(进口), 2019年,1.8万公里, 到店服务, 35.25万
奔驰C级 2016款 C 200 L 运动型, 2016年,6.6万公里, 到店服务, 22.56万
福特 探险者 2013款 3.5L 尊享型(进口), 2014年,9.0万公里, 到店服务, 22.14万
起亚K3 2016款 1.6L 手动GL, 2018年,3.4万公里, 到店服务, 6.00万
君马汽车 君马MEET 3 2018款 1.5T CVT豪华型, 2018年,1.0万公里, 到店服务, 6.42万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型, 2014年,4.3万公里, 到店服务, 4.70万
大众POLO 2016款 1.4L 手动风尚型, 2016年,3.1万公里, 到店服务, 4.93万
奥迪Q5 2012款 2.0TFSI 舒适型, 2013年,16.6万公里, 到店服务, 18.62万
雪铁龙C5 2017款 350THP 自动豪华型, 2017年,4.9万公里, 到店服务, 10.98万
现代 领动 2016款 1.6L 自动智炫·精英型, 2018年,2.5万公里, 到店服务, 8.00万
北汽绅宝 绅宝X55 2016款 1.5T CVT舒适版, 2017年,3.7万公里, 到店服务, 5.27万
Jeep 牧马人 2015款 3.6L Rubicon 四门舒享版(进口), 2018年,2.1万公里, 到店服务, 38.00万
MINI 2016款 1.5T COOPER, 2018年,2.6万公里, 到店服务, 16.73万
本田 思域 2019款 220TURBO CVT燃动版 国V, 2019年,1.1万公里, 到店服务, 13.29万
日产 轩逸 2016款 1.6XL CVT豪华版, 2018年,4.2万公里, 到店服务, 9.03万
大众 迈腾 2019款 380TSI DSG 豪华型 国V, 2018年,4.5万公里, 到店服务, 16.73万
宝马3系 2017款 320Li 时尚型, 2017年,3.3万公里, 到店服务, 21.62万
领克03 2019款 2.0TD 自动劲Pro版, 2019年,0.6万公里, 到店服务, 13.66万
别克 威朗 2017款 三厢 20T 双离合旗舰型, 2016年,4.8万公里, 到店服务, 8.54万
依维柯Turbo Daily 2017款 2.5T A35客车5-7座47Z5, 2018年,3.3万公里, 到店服务, 8.37万
别克 英朗 2019款 15T 双离合进取型 国VI, 2019年,0.1万公里, 到店服务, 7.05万
哈弗H6 2018款 蓝标 1.5T 自动豪华型, 2018年,4.2万公里, 到店服务, 8.08万
日产 途达 2018款 2.5L 自动四驱豪华版, 2019年,1.5万公里, 到店服务, 19.24万
雷克萨斯ES 2018款 200 豪华版 国V, 2018年,1.4万公里, 到店服务, 27.90万
雪佛兰 科沃兹 2018款 320 自动欣享天窗版, 2018年,4.2万公里, 到店服务, 5.57万
MINI Countryman 2012款 1.6T COOPER S, 2013年,8.2万公里, 到店服务, 11.98万
起亚K3 2016款 1.6L 自动GLS, 2017年,2.9万公里, 到店服务, 7.15万
本田 凌派 2019款 180Turbo CVT豪华版 国V, 2019年,2.5万公里, 到店服务, 9.19万
吉利 远景X3 2017款 1.5L 自动精英型, 2018年,2.0万公里, 到店服务, 4.54万
奔驰C级 2016款 C 200 L 运动型, 2017年,3.4万公里, 到店服务, 23.98万
别克 英朗 2018款 15T 双离合进取型 国V, 2018年,1.4万公里, 到店服务, 6.22万
MINI 2013款 1.6L ONE 限量第一款, 2014年,5.1万公里, 到店服务, 10.12万
奇瑞 瑞虎3X 2018款 1.5L 自动豪华版, 2018年,1.8万公里, 到店服务, 5.10万
本田 缤智 2015款 1.5L CVT两驱舒适型, 2016年,3.1万公里, 到店服务, 9.29万
本田CR-V 2012款 2.0L 两驱都市版, 2015年,11.4万公里, 到店服务, 11.63万
Jeep 指南者 2017款 200T 自动悦享版, 2018年,3.1万公里, 到店服务, 10.87万
奥迪Q3 2017款 30 TFSI 时尚型, 2017年,4.8万公里, 到店服务, 16.28万
雷克萨斯ES 2013款 250 精英版, 2014年,9.7万公里, 到店服务, 19.89万
路虎 发现神行 2017款 2.0T HSE, 2017年,3.5万公里, 到店服务, 22.92万
WEY VV7 2017款 2.0T 超豪型, 2017年,4.9万公里, 到店服务, 11.61万
路虎 发现神行 2018款 240PS SE版, 2018年,4.1万公里, 到店服务, 22.86万
荣威i5 2019款 1.5L 自动4G互联朗越版, 2019年,2.0万公里, 到店服务, 6.50万
吉利 帝豪 2014款 三厢 1.5L 手动时尚型, 2015年,3.2万公里, 到店服务, 3.43万
奥迪A4L 2017款 Plus 40 TFSI 时尚型, 2017年,8.1万公里, 到店服务, 19.52万
凯迪拉克ATS-L 2017款 28T 技术型, 2020年,0.9万公里, 到店服务, 17.28万
丰田 雷凌 2018款 185T CVT豪华版, 2018年,2.1万公里, 到店服务, 9.01万
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL, 2018年,2.9万公里, 到店服务, 9.21万
别克 昂科威 2018款 28T 四驱精英型, 2018年,2.7万公里, 到店服务, 15.80万
大众 凌渡 2018款 280TSI DSG舒适版, 2018年,2.2万公里, 到店服务, 11.98万
宝马3系GT 2018款 330i xDrive M运动型(进口), 2018年,2.6万公里, 到店服务, 32.55万
宝马5系 2017款 525Li 豪华设计套装, 2016年,5.7万公里, 到店服务, 29.10万
哈弗H2 2016款 红标 1.5T 自动两驱豪华型, 2016年,5.3万公里, 到店服务, 6.27万
大众 宝来 2014款 1.6L 自动舒适型, 2014年,4.9万公里, 到店服务, 5.86万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,3.5万公里, 到店服务, 6.42万
斯柯达 明锐 2013款 1.6L 自动逸俊版, 2013年,4.7万公里, 到店服务, 5.03万
长安 逸动 2012款 1.6L 手动豪华型 国IV, 2013年,7.2万公里, 到店服务, 3.00万
别克 君威 2015款 1.6T 领先技术型, 2016年,4.7万公里, 到店服务, 8.47万
现代ix35 2012款 2.0L 自动两驱精英版GLS, 2013年,10.3万公里, 到店服务, 6.50万
大众CC 2013款 1.8TSI 豪华型, 2014年,3.5万公里, 到店服务, 12.84万
日产 轩逸 2012款 经典 1.6XE 手动舒适版, 2015年,5.4万公里, 到店服务, 4.28万
奔驰C级 2015款 改款 C 180 L, 2015年,6.9万公里, 到店服务, 18.62万
雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT, 2013年,1.9万公里, 到店服务, 4.64万
大众 宝来 2014款 1.6L 手动时尚型, 2014年,8.8万公里, 到店服务, 4.00万
大众 迈腾 2015款 1.8TSI 领先型, 2015年,5.2万公里, 到店服务, 10.71万
别克 昂科拉 2013款 1.4T 自动两驱精英型, 2013年,8.3万公里, 到店服务, 5.12万
大众 朗逸 2011款 1.6L 自动品轩版, 2011年,10.8万公里, 到店服务, 3.64万
哈弗H6 2014款 运动版 1.5T 手动两驱精英型, 2015年,6.2万公里, 到店服务, 5.16万
日产 轩逸 2014款 1.6XV CVT尊享版, 2015年,12.4万公里, 到店服务, 6.46万
别克 君越 2013款 2.4L SIDI领先舒适型, 2014年,7.6万公里, 到店服务, 9.19万
别克 君越 2012款 2.4L SIDI豪雅版, 2013年,8.6万公里, 到店服务, 8.50万
大众 高尔夫 2015款 1.4TSI 自动舒适型, 2015年,6.7万公里, 到店服务, 8.36万
宝马3系 2013款 320Li 时尚型, 2012年,13.1万公里, 到店服务, 13.77万
雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版, 2016年,2.8万公里, 到店服务, 3.76万
大众 捷达 2013款 1.4L 手动舒适型, 2014年,7.0万公里, 到店服务, 3.67万
奥迪A7 2013款 50 TFSI quattro舒适型(进口), 2014年,4.8万公里, 到店服务, 31.16万
荣威350 2015款 1.5L 自动豪华天窗版, 2015年,3.9万公里, 到店服务, 3.91万
雪铁龙 爱丽舍 2016款 1.6L 手动时尚型, 2016年,7.5万公里, 到店服务, 3.61万
奥迪Q5 2015款 40 TFSI 进取型, 2015年,10.6万公里, 到店服务, 19.63万
本田 哥瑞 2016款 1.5L CVT经典版, 2016年,4.8万公里, 到店服务, 5.93万
斯柯达 昊锐 2010款 1.4TSI DSG智雅版, 2011年,7.6万公里, 到店服务, 4.65万
福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版, 2016年,4.0万公里, 到店服务, 6.40万
标致3008 2013款 1.6THP 自动至尚版, 2013年,8.7万公里, 到店服务, 5.86万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2012年,7.5万公里, 到店服务, 4.90万
别克GL8 2014款 2.4L CT豪华商务舒适版, 2017年,5.8万公里, 到店服务, 15.54万
北汽绅宝 绅宝X25 2015款 1.5L 手动舒适型, 2017年,4.3万公里, 到店服务, 3.30万
本田 凌派 2015款 1.8L 自动超配限量版, 2015年,5.4万公里, 到店服务, 7.82万
大众 2016款 途安L 280TSI 自动舒雅版, 2017年,2.7万公里, 到店服务, 11.63万
现代ix35 2012款 2.0L 自动两驱精英版GLS, 2012年,6.6万公里, 到店服务, 6.33万
本田 飞度 2014款 1.5L LX CVT舒适型, 2016年,6.3万公里, 到店服务, 6.03万
别克 英朗 2016款 15N 自动精英型, 2017年,10.1万公里, 到店服务, 6.24万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,4.6万公里, 到店服务, 6.12万
日产 轩逸 2012款 经典 1.6XE 手动舒适版, 2016年,7.1万公里, 到店服务, 5.29万
宝马2系旅行车 2016款 218i 时尚型, 2016年,4.5万公里, 到店服务, 12.91万
宝马X5 2013款 xDrive35i 领先型(进口), 2013年,12.3万公里, 到店服务, 24.28万
大众 朗逸 2015款 1.6L 自动舒适版, 2016年,7.1万公里, 到店服务, 7.07万
别克GL8 2014款 3.0L GT豪华商务豪雅版, 2014年,16.1万公里, 到店服务, 14.88万
大众 朗逸 2015款 1.6L 自动风尚版, 2016年,3.4万公里, 到店服务, 7.35万
丰田 威驰FS 2017款 1.5L CVT锋驰版, 2018年,2.2万公里, 到店服务, 7.91万
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT, 2016年,5.1万公里, 到店服务, 6.51万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,3.1万公里, 到店服务, 7.44万
斯柯达 晶锐 2012款 1.6L 自动晶享版, 2012年,10.1万公里, 到店服务, 4.26万
路虎 神行者2 2012款 2.0T Si4 SE汽油版(进口), 2012年,8.8万公里, 到店服务, 14.10万
福特 福克斯 2017款 三厢 1.6L 自动风尚型智行版, 2017年,2.5万公里, 到店服务, 7.33万
大众 帕萨特 2013款 2.0TSI DSG御尊版, 2013年,9.8万公里, 到店服务, 9.19万
Smart smart fortwo 2012款 1.0 MHD 硬顶舒适版, 2014年,2.2万公里, 到店服务, 5.31万
现代 领动 2016款 1.6L 自动智炫·精英型, 2017年,2.7万公里, 到店服务, 8.56万
别克 君越 2012款 2.4L SIDI舒适版, 2012年,9.2万公里, 到店服务, 6.21万
别克 英朗 2010款 XT 1.6L 自动时尚版, 2012年,8.8万公里, 到店服务, 4.40万
宝马5系 2011款 523Li 领先型, 2010年,13.7万公里, 到店服务, 14.98万
大众POLO 2016款 1.6L 自动舒适型, 2018年,2.9万公里, 到店服务, 6.78万
本田 奥德赛 2015款 改款 2.4L 舒适版, 2016年,8.0万公里, 到店服务, 16.28万
奔驰C级 2010款 C 260 CGI 时尚型, 2010年,9.6万公里, 到店服务, 9.49万
斯柯达 昕动 2018款 1.4L 手动标准版, 2018年,3.1万公里, 到店服务, 5.12万
现代 索纳塔八 2014款 2.0L 自动豪华版, 2014年,6.6万公里, 到店服务, 7.51万
大众 辉昂 2018款 改款 380TSI 两驱商务版, 2019年,400公里, 店服务, 24.26万
大众 桑塔纳 2017款 浩纳 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 6.51万
大众 速腾 2010款 1.4TSI 自动技术型, 2010年,7.0万公里, 到店服务, 4.19万
吉利 远景SUV 2016款 1.8L 手动豪华型, 2017年,3.1万公里, 到店服务, 4.93万
宝马3系 2013款 320Li 时尚型, 2013年,4.3万公里, 到店服务, 13.73万
斯柯达 明锐 2018款 1.6L 自动豪华版, 2018年,4.4万公里, 到店服务, 9.12万
宝马5系 2014款 525Li 风尚设计套装, 2013年,10.2万公里, 到店服务, 22.80万
别克 凯越 2013款 1.5L 自动经典型, 2014年,4.9万公里, 到店服务, 3.63万
现代 朗动 2016款 1.6L 自动尊贵型, 2017年,5.0万公里, 到店服务, 7.05万
宝骏730 2014款 1.5L 手动舒适型 7座, 2015年,6.3万公里, 到店服务, 3.88万
本田 杰德 2014款 1.8L 自动舒适精英版 5座, 2015年,10.3万公里, 到店服务, 9.21万
现代 朗动 2013款 1.6L 自动领先型, 2014年,8.5万公里, 到店服务, 5.31万
吉利 远景X1 2017款 1.3L 自动玩家版, 2018年,1.4万公里, 到店服务, 4.28万
丰田 威驰FS 2017款 1.5L CVT锋势版, 2019年,0.7万公里, 到店服务, 7.99万
日产 轩逸 2016款 经典 1.6XE 自动舒适版, 2017年,2.6万公里, 到店服务, 6.31万
宝骏730 2014款 1.5L 手动舒适ESP版 7座, 2015年,14.9万公里, 到店服务, 4.08万
大众 宝来 2014款 1.6L 手动舒适型, 2015年,7.8万公里, 到店服务, 5.86万
宝马5系 2018款 改款 530Li 领先型 豪华套装, 2018年,2.3万公里, 到店服务, 36.16万
吉利 帝豪GS 2016款 运动版 1.3T 自动臻尚型, 2017年,6.0万公里, 到店服务, 5.98万
传祺GS4 2017款 235T 自动两驱豪华智联版, 2017年,4.3万公里, 到店服务, 7.63万
吉利 博越 2018款 改款 1.8TD 自动两驱智联型4G互联版, 2018年,2.9万公里, 到店服务, 9.12万
奥迪A6L 2016款 TFSI 技术型, 2016年,6.4万公里, 到店服务, 24.93万
奥迪A6L 2012款 TFSI 舒适型, 2013年,10.8万公里, 到店服务, 17.49万
长安CS95 2019款 2.0T 两驱豪华型, 2019年,2.6万公里, 到店服务, 13.49万
奥迪Q2L 2018款 35TFSI 上市专享版 国V, 2020年,100公里, 店服务, 17.30万
奥迪A4L 2017款 40 TFSI 风尚型, 2017年,8.3万公里, 到店服务, 22.14万
丰田 卡罗拉 2014款 1.6L 手动GL, 2016年,6.4万公里, 到店服务, 8.17万
本田 雅阁 2016款 2.4L 舒适版, 2016年,7.7万公里, 到店服务, 17.14万
五菱宏光 2014款 1.2L 基本型, 2015年,3.9万公里, 到店服务, 2.79万
别克GL8 2017款 25S 尊贵型 国V, 2018年,6.9万公里, 到店服务, 21.44万
奥迪Q3 2017款 30 TFSI 时尚型, 2018年,3.2万公里, 到店服务, 18.60万
北京BJ40 2018款 PLUS 2.3T 自动四驱旗舰版 国V, 2018年,1.3万公里, 到店服务, 15.16万
东风风行 菱智 2018款 M3 1.5L 5座基本型, 2019年,3.4万公里, 到店服务, 4.47万
大众 凌渡 2015款 230TSI DSG风尚版, 2016年,5.7万公里, 到店服务, 10.98万
红旗H5 2018款 30TD 智联御动版, 2018年,0.4万公里, 到店服务, 12.84万
启辰T70 2016款 1.6L 手动睿行版, 2016年,7.5万公里, 到店服务, 4.65万
本田 锋范 2015款 1.5L CVT舒适版, 2016年,11.9万公里, 到店服务, 7.33万
别克 君越 2018款 28T 豪华型, 2018年,2.1万公里, 到店服务, 17.10万
大众POLO 2012款 1.6L Cross POLO AT, 2015年,4.7万公里, 到店服务, 7.26万
宝马5系 2017款 525Li 豪华设计套装, 2017年,10.4万公里, 到店服务, 26.58万
大众 甲壳虫 2014款 1.4TSI 时尚型(进口), 2014年,6.4万公里, 到店服务, 10.70万
凯迪拉克XTS 2018款 28T 技术型, 2018年,1.6万公里, 到店服务, 19.42万
标致3008 2016款 1.6THP 自动经典版, 2017年,8.4万公里, 到店服务, 9.40万
本田XR-V 2017款 1.8L EXi CVT舒适版, 2017年,3.8万公里, 到店服务, 11.72万
五菱宏光S3 2018款 1.5L 手动舒适型 国V, 2018年,9.3万公里, 到店服务, 4.90万
宝马X1 2016款 sDrive18Li 时尚型, 2017年,12.4万公里, 到店服务, 17.67万
大众 夏朗 2012款 2.0TSI 豪华型 欧IV(进口), 2013年,16.8万公里, 到店服务, 12.09万
斯柯达 晶锐 2012款 1.4L 自动晶致版, 2013年,8.6万公里, 到店服务, 3.71万
日产 阳光 2011款 1.5XE CVT舒适版, 2014年,7.9万公里, 到店服务, 3.80万
别克GL8 2017款 ES 28T 豪华型 国V, 2018年,6.7万公里, 到店服务, 26.60万
宝马5系 2018款 530Li xDrive M运动套装, 2017年,9.8万公里, 到店服务, 34.23万
WEY VV7 2017款 2.0T 旗舰型, 2017年,6.9万公里, 到店服务, 10.98万
长安CS75 2016款 1.8T 自动精英型 国V, 2017年,6.7万公里, 到店服务, 7.43万
众泰Z700 2018款 Z700H 1.8T DCT尊贵型, 2018年,5.1万公里, 到店服务, 8.75万
丰田 锐志 2010款 2.5S 风度菁华版, 2013年,9.3万公里, 到店服务, 11.85万
本田 飞度 2014款 1.5L SE CVT时尚型, 2015年,9.4万公里, 到店服务, 6.50万
吉利 帝豪GS 2016款 运动版 1.8L 自动领尚型, 2017年,7.0万公里, 到店服务, 6.24万
日产 轩逸 2016款 经典 1.6XE 自动舒适版, 2017年,2.6万公里, 到店服务, 6.31万
宝骏730 2014款 1.5L 手动舒适ESP版 7座, 2015年,14.9万公里, 到店服务, 4.08万
大众 宝来 2014款 1.6L 手动舒适型, 2015年,7.8万公里, 到店服务, 5.86万
宝骏730 2016款 1.5L 手动豪华型 7座, 2016年,6.0万公里, 到店服务, 4.28万
奥迪Q3 2013款 35 TFSI quattro 豪华型, 2014年,6.4万公里, 到店服务, 14.70万
奇瑞 瑞虎5 2014款 2.0L 手动家尊版, 2014年,5.5万公里, 到店服务, 4.00万
奔驰E级 2016款 E 200 L 运动型, 2017年,2.4万公里, 到店服务, 31.44万
奔驰E级 2012款 E 300 L 时尚型, 2012年,11.6万公里, 到店服务, 16.37万
大众 途锐 2011款 3.0TSI 标配型(进口), 2013年,7.7万公里, 到店服务, 23.25万
别克 君威 2015款 GS 2.0T 豪情运动版, 2016年,5.8万公里, 到店服务, 10.97万
本田 飞度 2018款 1.5L CVT舒适天窗版, 2018年,3.1万公里, 到店服务, 7.26万
别克 君越 2010款 2.0T豪雅版, 2011年,14.7万公里, 到店服务, 6.33万
大众POLO 2013款 1.6L 自动舒适版, 2014年,5.5万公里, 到店服务, 4.89万
现代ix35 2018款 2.0L 自动两驱智勇·畅享版, 2018年,2.6万公里, 到店服务, 9.03万
起亚K2 2017款 三厢 1.4L AT GLS, 2017年,3.5万公里, 到店服务, 6.42万
长安 逸动 2015款 1.6L 手动豪华型 国IV, 2015年,3.4万公里, 到店服务, 3.29万
雪佛兰 科沃兹 2020款 Redline 325T 自动欣耀版 国VI, 2020年,0.8万公里, 到店服务, 6.98万
奔腾X40 2017款 1.6L 手动豪华型, 2017年,3.0万公里, 到店服务, 4.56万
丰田 雷凌 2016款 1.6G CVT精英版, 2016年,4.2万公里, 到店服务, 8.00万
日产 骐达 2011款 1.6L CVT智能型, 2011年,11.3万公里, 到店服务, 5.21万
斯柯达 明锐 2015款 1.6L 自动逸俊版, 2015年,7.0万公里, 到店服务, 7.55万
丰田 雷凌 2016款 双擎 1.8H GS CVT精英天窗版, 2017年,9.3万公里, 到店服务, 10.05万
大众 高尔夫 2016款 230TSI 自动豪华型, 2016年,4.8万公里, 到店服务, 9.86万
大众 高尔夫 2012款 1.4TSI 自动豪华型, 2013年,9.9万公里, 到店服务, 7.30万
别克 凯越 2018款 15N CVT精英型, 2018年,1.2万公里, 到店服务, 4.84万
斯柯达 速派 2013款 1.4TSI DSG绅仕版, 2014年,11.8万公里, 到店服务, 6.05万
丰田 威驰 2017款 1.5L CVT创行版, 2019年,0.6万公里, 到店服务, 7.15万
丰田 凯美瑞 2013款 200G 经典豪华版, 2013年,10.9万公里, 到店服务, 9.01万
奔驰C级 2016款 C 200 L 运动型, 2016年,10.7万公里, 到店服务, 22.79万
宝马5系 2014款 525Li 豪华设计套装, 2014年,6.6万公里, 到店服务, 24.00万
保时捷Macan 2017款 Macan 2.0T, 2018年,3.4万公里, 到店服务, 46.32万
丰田 RAV4 2012款 炫装版 2.4L 自动四驱豪华, 2012年,7.5万公里, 到店服务, 8.93万
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V, 2017年,3.8万公里, 到店服务, 11.17万
现代 瑞纳 2014款 1.4L 手动智能型GLS, 2016年,1.8万公里, 到店服务, 3.86万
起亚K3 2016款 1.6L 自动GL, 2018年,1.8万公里, 到店服务, 6.96万
奔腾B50 2013款 1.6L 手动豪华型, 2015年,5.9万公里, 到店服务, 3.35万
大众 速腾 2018款 180TSI DSG臻享版, 2018年,5.6万公里, 到店服务, 9.31万
本田 奥德赛 2015款 改款 2.4L 豪华版, 2017年,6.6万公里, 到店服务, 19.53万
荣威360 2017款 1.5L 自动豪华版, 2017年,2.7万公里, 到店服务, 6.00万
吉利 博越 2016款 1.8TD 自动智尚型, 2018年,3.0万公里, 到店服务, 8.19万
日产 奇骏 2019款 2.0L CVT智联舒适版 2WD, 2019年,2.9万公里, 到店服务, 16.63万
MINI 2016款 1.5T COOPER, 2017年,2.4万公里, 到店服务, 15.24万
奔驰C级 2018款 C 200 L 运动版 成就特别版, 2018年,3.4万公里, 到店服务, 27.36万
奔驰C级 2016款 C 200 L 运动型, 2017年,2.5万公里, 到店服务, 29.76万
日产 骐达 2011款 1.6L CVT智能型, 2013年,7.6万公里, 到店服务, 5.86万
本田 思域 2013款 十周年纪念 1.8L 自动豪华版, 2014年,8.3万公里, 到店服务, 7.26万
福特 福睿斯 2017款 1.5L 自动舒适型, 2017年,3.2万公里, 到店服务, 6.03万
别克 英朗 2018款 15T 双离合精英型 国V, 2018年,3.0万公里, 到店服务, 6.51万
雪佛兰 科帕奇 2014款 2.4L 两驱城市版 7座, 2014年,6.7万公里, 到店服务, 8.28万
别克GL8 2017款 25S 尊贵型 国V, 2018年,10.7万公里, 到店服务, 20.46万
大众 迈腾 2018款 330TSI DSG 领先型, 2018年,2.5万公里, 到店服务, 16.63万
哈弗H6 2017款 蓝标 2.0T 自动两驱智尚型, 2017年,5.5万公里, 到店服务, 9.21万
日产 楼兰 2017款 2.5L XL 两驱智尚版, 2017年,3.9万公里, 到店服务, 16.74万
大众 凌渡 2018款 230TSI DSG风尚版, 2018年,3.8万公里, 到店服务, 9.86万
五菱宏光 2015款 1.5L S1舒适国V, 2017年,2.8万公里, 到店服务, 4.05万
